geo,id,time,value,unit
United Kingdom,30,2016,8.51,tonnes per capita
United Kingdom,30,2017,8.622,tonnes per capita
United Kingdom,30,2018,8.568,tonnes per capita
United Kingdom,30,2019,8.48,tonnes per capita
Iceland,31,1990,13.74,tonnes per capita
Iceland,31,1991,12.921,tonnes per capita
Iceland,31,1992,14.062,tonnes per capita
Iceland,31,1993,13.717,tonnes per capita
Iceland,31,1994,12.561,tonnes per capita
Iceland,31,1995,12.509,tonnes per capita
Iceland,31,1996,15.073,tonnes per capita
Iceland,31,1997,15.744,tonnes per capita
Iceland,31,1998,16.108,tonnes per capita
Iceland,31,1999,16.652,tonnes per capita
Iceland,31,2000,27.565,tonnes per capita
Iceland,31,2001,25.41,tonnes per capita
Iceland,31,2002,22.808,tonnes per capita
Iceland,31,2003,25.104,tonnes per capita
Iceland,31,2004,59.604,tonnes per capita
Iceland,31,2005,44.285,tonnes per capita
Iceland,31,2006,52.406,tonnes per capita
Iceland,31,2007,51.683,tonnes per capita
Iceland,31,2008,56.967,tonnes per capita
Iceland,31,2009,52.792,tonnes per capita
Iceland,31,2010,33.21,tonnes per capita
Iceland,31,2011,21.451,tonnes per capita
Iceland,31,2012,24.846,tonnes per capita
Iceland,31,2013,30.346,tonnes per capita
Iceland,31,2014,22.94,tonnes per capita
Iceland,31,2015,23.289,tonnes per capita
Iceland,31,2016,30.569,tonnes per capita
Iceland,31,2017,32.523,tonnes per capita
Iceland,31,2018,32.099,tonnes per capita
Iceland,31,2019,30.231,tonnes per capita
Norway,32,2006,23.533,tonnes per capita
Norway,32,2007,23.24,tonnes per capita
Norway,32,2008,27.167,tonnes per capita
Norway,32,2009,24.819,tonnes per capita
Norway,32,2010,25.949,tonnes per capita
Norway,32,2011,26.151,tonnes per capita
Norway,32,2012,27.377,tonnes per capita
Norway,32,2013,27.114,tonnes per capita
Norway,32,2014,26.118,tonnes per capita
Norway,32,2015,29.981,tonnes per capita
Norway,32,2016,24.457,tonnes per capita
Norway,32,2017,24.15,tonnes per capita
Norway,32,2018,26.431,tonnes per capita
Norway,32,2019,30.786,tonnes per capita
Switzerland,33,1990,15.724,tonnes per capita
Switzerland,33,1991,14.499,tonnes per capita
Switzerland,33,1992,13.724,tonnes per capita
Switzerland,33,1993,13.055,tonnes per capita
Switzerland,33,1994,13.735,tonnes per capita
Switzerland,33,1995,13.158,tonnes per capita
Switzerland,33,1996,12.226,tonnes per capita
Switzerland,33,1997,12.045,tonnes per capita
Switzerland,33,1998,12.018,tonnes per capita
Switzerland,33,1999,11.618,tonnes per capita
Switzerland,33,2000,12.629,tonnes per capita
Switzerland,33,2001,12.557,tonnes per capita
Switzerland,33,2002,12.212,tonnes per capita
Switzerland,33,2003,11.812,tonnes per capita
Switzerland,33,2004,12.402,tonnes per capita
Switzerland,33,2005,12.488,tonnes per capita
Switzerland,33,2006,12.714,tonnes per capita
Switzerland,33,2007,12.418,tonnes per capita
Switzerland,33,2008,12.48,tonnes per capita
Switzerland,33,2009,12.346,tonnes per capita
Switzerland,33,2010,12.569,tonnes per capita
Switzerland,33,2011,12.696,tonnes per capita
Switzerland,33,2012,12.216,tonnes per capita
Switzerland,33,2013,12.449,tonnes per capita
Switzerland,33,2014,12.416,tonnes per capita
Switzerland,33,2015,11.663,tonnes per capita
Switzerland,33,2016,11.67,tonnes per capita
Switzerland,33,2017,11.369,tonnes per capita
Switzerland,33,2018,11.034,tonnes per capita
Switzerland,33,2019,11.018,tonnes per capita
North Macedonia,34,2010,8.988,tonnes per capita
North Macedonia,34,2011,9.872,tonnes per capita
North Macedonia,34,2012,9.456,tonnes per capita
North Macedonia,34,2013,9.209,tonnes per capita
North Macedonia,34,2014,9.282,tonnes per capita
North Macedonia,34,2015,9.291,tonnes per capita
North Macedonia,34,2016,9.071,tonnes per capita
North Macedonia,34,2017,8.472,tonnes per capita
North Macedonia,34,2018,8.553,tonnes per capita
North Macedonia,34,2019,9.335,tonnes per capita
Albania,35,2010,7.017,tonnes per capita
Albania,35,2011,7.149,tonnes per capita
Albania,35,2012,7.226,tonnes per capita
Albania,35,2013,7.964,tonnes per capita
Albania,35,2014,7.851,tonnes per capita
Albania,35,2015,9.07,tonnes per capita
Albania,35,2016,9.936,tonnes per capita
Albania,35,2017,7.569,tonnes per capita
Albania,35,2018,8.002,tonnes per capita
Serbia,36,2001,12.975,tonnes per capita
Serbia,36,2002,13.83,tonnes per capita
Serbia,36,2003,12.972,tonnes per capita
Serbia,36,2004,14.583,tonnes per capita
Serbia,36,2005,14.788,tonnes per capita
Serbia,36,2006,15.214,tonnes per capita
Serbia,36,2007,14.514,tonnes per capita
Serbia,36,2008,15.571,tonnes per capita
Serbia,36,2009,14.257,tonnes per capita
Serbia,36,2010,15.193,tonnes per capita
Serbia,36,2011,15.432,tonnes per capita
Serbia,36,2012,14.022,tonnes per capita
Serbia,36,2013,15.267,tonnes per capita
Serbia,36,2014,14.474,tonnes per capita
Serbia,36,2015,15.46,tonnes per capita
Serbia,36,2016,16.936,tonnes per capita
Serbia,36,2017,16.222,tonnes per capita
Serbia,36,2018,17.021,tonnes per capita
Serbia,36,2019,18.232,tonnes per capita
Turkey,37,1996,9.682,tonnes per capita
Turkey,37,1997,9.67,tonnes per capita
Turkey,37,1998,10.055,tonnes per capita
Turkey,37,1999,9.117,tonnes per capita
Turkey,37,2000,9.575,tonnes per capita
Turkey,37,2001,8.067,tonnes per capita
Turkey,37,2002,8.217,tonnes per capita
Turkey,37,2003,8.44,tonnes per capita
Turkey,37,2004,8.73,tonnes per capita
Turkey,37,2005,10.183,tonnes per capita
Turkey,37,2006,11.494,tonnes per capita
Turkey,37,2007,11.586,tonnes per capita
Turkey,37,2008,11.359,tonnes per capita
Turkey,37,2009,10.921,tonnes per capita
Turkey,37,2010,12.902,tonnes per capita
Turkey,37,2011,13.447,tonnes per capita
Turkey,37,2012,11.861,tonnes per capita
Turkey,37,2013,11.783,tonnes per capita
Turkey,37,2014,12.076,tonnes per capita
Turkey,37,2015,12.849,tonnes per capita
Turkey,37,2016,12.898,tonnes per capita
Turkey,37,2017,13.378,tonnes per capita
Turkey,37,2018,12.134,tonnes per capita
Bosnia and Herzegovina,38,2015,9.666,tonnes per capita
Bosnia and Herzegovina,38,2016,11.775,tonnes per capita
Bosnia and Herzegovina,38,2017,10.344,tonnes per capita
