geo_code,time,value,type
AT,2004,22.554,T2020_31
AT,2005,24.355,T2020_31
AT,2006,26.277,T2020_31
AT,2007,28.145,T2020_31
AT,2008,28.79,T2020_31
AT,2009,31.041,T2020_31
AT,2010,31.207,T2020_31
AT,2011,31.553,T2020_31
AT,2012,32.736,T2020_31
AT,2013,32.666,T2020_31
AT,2014,33.553,T2020_31
AT,2015,33.502,T2020_31
AT,2016,33.374,T2020_31
AT,2017,33.141,T2020_31
AT,2018,33.806,T2020_31
BE,2004,1.89,T2020_31
BE,2005,2.332,T2020_31
BE,2006,2.633,T2020_31
BE,2007,3.101,T2020_31
BE,2008,3.59,T2020_31
BE,2009,4.715,T2020_31
BE,2010,6.002,T2020_31
BE,2011,6.275,T2020_31
BE,2012,7.089,T2020_31
BE,2013,7.65,T2020_31
BE,2014,8.043,T2020_31
BE,2015,8.026,T2020_31
BE,2016,8.752,T2020_31
BE,2017,9.113,T2020_31
BE,2018,9.478,T2020_31
BG,2004,9.231,T2020_31
BG,2005,9.173,T2020_31
BG,2006,9.415,T2020_31
BG,2007,9.098,T2020_31
BG,2008,10.345,T2020_31
BG,2009,12.005,T2020_31
BG,2010,13.928,T2020_31
BG,2011,14.152,T2020_31
BG,2012,15.837,T2020_31
BG,2013,18.898,T2020_31
BG,2014,18.05,T2020_31
BG,2015,18.261,T2020_31
BG,2016,18.76,T2020_31
BG,2017,18.701,T2020_31
BG,2018,20.592,T2020_31
CY,2004,3.071,T2020_31
CY,2005,3.131,T2020_31
CY,2006,3.263,T2020_31
CY,2007,4.004,T2020_31
CY,2008,5.134,T2020_31
CY,2009,5.925,T2020_31
CY,2010,6.173,T2020_31
CY,2011,6.261,T2020_31
CY,2012,7.137,T2020_31
CY,2013,8.456,T2020_31
CY,2014,9.173,T2020_31
CY,2015,9.929,T2020_31
CY,2016,9.859,T2020_31
CY,2017,10.503,T2020_31
CY,2018,13.898,T2020_31
CZ,2004,6.774,T2020_31
CZ,2005,7.115,T2020_31
CZ,2006,7.363,T2020_31
CZ,2007,7.895,T2020_31
CZ,2008,8.675,T2020_31
CZ,2009,9.978,T2020_31
CZ,2010,10.514,T2020_31
CZ,2011,10.945,T2020_31
CZ,2012,12.813,T2020_31
CZ,2013,13.927,T2020_31
CZ,2014,15.073,T2020_31
CZ,2015,15.067,T2020_31
CZ,2016,14.924,T2020_31
CZ,2017,14.796,T2020_31
CZ,2018,15.138,T2020_31
DE,2004,6.207,T2020_31
DE,2005,7.167,T2020_31
DE,2006,8.466,T2020_31
DE,2007,10.039,T2020_31
DE,2008,10.072,T2020_31
DE,2009,10.851,T2020_31
DE,2010,11.667,T2020_31
DE,2011,12.453,T2020_31
DE,2012,13.543,T2020_31
DE,2013,13.76,T2020_31
DE,2014,14.385,T2020_31
DE,2015,14.906,T2020_31
DE,2016,14.889,T2020_31
DE,2017,15.476,T2020_31
DE,2018,16.673,T2020_31
DK,2004,14.84,T2020_31
DK,2005,15.956,T2020_31
DK,2006,16.334,T2020_31
DK,2007,17.748,T2020_31
DK,2008,18.544,T2020_31
DK,2009,19.949,T2020_31
DK,2010,21.889,T2020_31
DK,2011,23.39,T2020_31
DK,2012,25.466,T2020_31
DK,2013,27.174,T2020_31
DK,2014,29.323,T2020_31
DK,2015,30.866,T2020_31
DK,2016,32.052,T2020_31
DK,2017,34.677,T2020_31
DK,2018,35.413,T2020_31
EE,2004,18.389,T2020_31
EE,2005,17.429,T2020_31
EE,2006,15.972,T2020_31
EE,2007,17.056,T2020_31
EE,2008,18.672,T2020_31
EE,2009,22.941,T2020_31
EE,2010,24.599,T2020_31
EE,2011,25.347,T2020_31
EE,2012,25.521,T2020_31
EE,2013,25.321,T2020_31
EE,2014,26.141,T2020_31
EE,2015,28.528,T2020_31
EE,2016,28.715,T2020_31
EE,2017,29.168,T2020_31
EE,2018,29.993,T2020_31
EL,2004,7.161,T2020_31
EL,2005,7.277,T2020_31
EL,2006,7.458,T2020_31
EL,2007,8.249,T2020_31
EL,2008,8.183,T2020_31
EL,2009,8.731,T2020_31
EL,2010,10.077,T2020_31
EL,2011,11.153,T2020_31
EL,2012,13.741,T2020_31
EL,2013,15.326,T2020_31
EL,2014,15.683,T2020_31
EL,2015,15.69,T2020_31
EL,2016,15.391,T2020_31
EL,2017,17.3,T2020_31
EL,2018,18.051,T2020_31
ES,2004,8.339,T2020_31
ES,2005,8.442,T2020_31
ES,2006,9.155,T2020_31
ES,2007,9.669,T2020_31
ES,2008,10.749,T2020_31
ES,2009,12.978,T2020_31
ES,2010,13.831,T2020_31
ES,2011,13.247,T2020_31
ES,2012,14.314,T2020_31
ES,2013,15.347,T2020_31
ES,2014,16.156,T2020_31
ES,2015,16.259,T2020_31
ES,2016,17.423,T2020_31
ES,2017,17.563,T2020_31
ES,2018,17.454,T2020_31
EU27_2020,2004,9.632,T2020_31
EU27_2020,2005,10.236,T2020_31
EU27_2020,2006,10.838,T2020_31
EU27_2020,2007,11.868,T2020_31
EU27_2020,2008,12.558,T2020_31
EU27_2020,2009,13.858,T2020_31
EU27_2020,2010,14.42,T2020_31
EU27_2020,2011,14.55,T2020_31
EU27_2020,2012,16.022,T2020_31
EU27_2020,2013,16.695,T2020_31
EU27_2020,2014,17.462,T2020_31
EU27_2020,2015,17.838,T2020_31
EU27_2020,2016,18.026,T2020_31
EU27_2020,2017,18.464,T2020_31
EU27_2020,2018,18.904,T2020_31
EU28,2004,8.559,T2020_31
EU28,2005,9.125,T2020_31
EU28,2006,9.698,T2020_31
EU28,2007,10.633,T2020_31
EU28,2008,11.378,T2020_31
EU28,2009,12.615,T2020_31
EU28,2010,13.16,T2020_31
EU28,2011,13.388,T2020_31
EU28,2012,14.662,T2020_31
EU28,2013,15.368,T2020_31
EU28,2014,16.201,T2020_31
EU28,2015,16.732,T2020_31
EU28,2016,16.98,T2020_31
EU28,2017,17.479,T2020_31
EU28,2018,18.008,T2020_31
FI,2004,29.232,T2020_31
FI,2005,28.814,T2020_31
FI,2006,30.043,T2020_31
FI,2007,29.561,T2020_31
FI,2008,31.235,T2020_31
FI,2009,31.198,T2020_31
FI,2010,32.294,T2020_31
FI,2011,32.664,T2020_31
FI,2012,34.341,T2020_31
FI,2013,36.728,T2020_31
FI,2014,38.78,T2020_31
FI,2015,39.321,T2020_31
FI,2016,39.013,T2020_31
FI,2017,40.917,T2020_31
FI,2018,41.16,T2020_31
FR,2004,9.508,T2020_31
FR,2005,9.599,T2020_31
FR,2006,9.337,T2020_31
FR,2007,10.242,T2020_31
FR,2008,11.189,T2020_31
FR,2009,12.216,T2020_31
FR,2010,12.672,T2020_31
FR,2011,10.859,T2020_31
FR,2012,13.274,T2020_31
FR,2013,13.908,T2020_31
FR,2014,14.422,T2020_31
FR,2015,14.861,T2020_31
FR,2016,15.501,T2020_31
FR,2017,15.904,T2020_31
FR,2018,16.444,T2020_31
HR,2004,23.404,T2020_31
HR,2005,23.691,T2020_31
HR,2006,22.668,T2020_31
HR,2007,22.161,T2020_31
HR,2008,21.986,T2020_31
HR,2009,23.596,T2020_31
HR,2010,25.103,T2020_31
HR,2011,25.389,T2020_31
HR,2012,26.757,T2020_31
HR,2013,28.04,T2020_31
HR,2014,27.817,T2020_31
HR,2015,28.969,T2020_31
HR,2016,28.267,T2020_31
HR,2017,27.28,T2020_31
HR,2018,28.047,T2020_31
HU,2004,4.364,T2020_31
HU,2005,6.931,T2020_31
HU,2006,7.433,T2020_31
HU,2007,8.575,T2020_31
HU,2008,8.564,T2020_31
HU,2009,11.674,T2020_31
HU,2010,12.742,T2020_31
HU,2011,13.972,T2020_31
HU,2012,15.53,T2020_31
HU,2013,16.205,T2020_31
HU,2014,14.618,T2020_31
HU,2015,14.495,T2020_31
HU,2016,14.377,T2020_31
HU,2017,13.543,T2020_31
HU,2018,12.535,T2020_31
IE,2004,2.378,T2020_31
IE,2005,2.822,T2020_31
IE,2006,3.074,T2020_31
IE,2007,3.519,T2020_31
IE,2008,3.993,T2020_31
IE,2009,5.246,T2020_31
IE,2010,5.781,T2020_31
IE,2011,6.57,T2020_31
IE,2012,7.006,T2020_31
IE,2013,7.582,T2020_31
IE,2014,8.568,T2020_31
IE,2015,9.044,T2020_31
IE,2016,9.165,T2020_31
IE,2017,10.465,T2020_31
IE,2018,10.888,T2020_31
IT,2004,6.315,T2020_31
IT,2005,7.548,T2020_31
IT,2006,8.327,T2020_31
IT,2007,9.805,T2020_31
IT,2008,11.489,T2020_31
IT,2009,12.773,T2020_31
IT,2010,13.022,T2020_31
IT,2011,12.88,T2020_31
IT,2012,15.44,T2020_31
IT,2013,16.74,T2020_31
IT,2014,17.08,T2020_31
IT,2015,17.524,T2020_31
IT,2016,17.413,T2020_31
IT,2017,18.265,T2020_31
IT,2018,17.774,T2020_31
LT,2004,17.223,T2020_31
LT,2005,16.77,T2020_31
LT,2006,16.889,T2020_31
LT,2007,16.482,T2020_31
LT,2008,17.825,T2020_31
LT,2009,19.798,T2020_31
LT,2010,19.64,T2020_31
LT,2011,19.944,T2020_31
LT,2012,21.438,T2020_31
LT,2013,22.69,T2020_31
LT,2014,23.594,T2020_31
LT,2015,25.75,T2020_31
LT,2016,25.613,T2020_31
LT,2017,26.039,T2020_31
LT,2018,24.695,T2020_31
LU,2004,0.899,T2020_31
LU,2005,1.402,T2020_31
LU,2006,1.469,T2020_31
LU,2007,2.725,T2020_31
LU,2008,2.809,T2020_31
LU,2009,2.929,T2020_31
LU,2010,2.85,T2020_31
LU,2011,2.856,T2020_31
LU,2012,3.114,T2020_31
LU,2013,3.499,T2020_31
LU,2014,4.469,T2020_31
LU,2015,4.987,T2020_31
LU,2016,5.361,T2020_31
LU,2017,6.198,T2020_31
LU,2018,8.973,T2020_31
LV,2004,32.794,T2020_31
LV,2005,32.264,T2020_31
LV,2006,31.141,T2020_31
LV,2007,29.615,T2020_31
LV,2008,29.811,T2020_31
LV,2009,34.318,T2020_31
LV,2010,30.375,T2020_31
LV,2011,33.478,T2020_31
LV,2012,35.709,T2020_31
LV,2013,37.037,T2020_31
LV,2014,38.629,T2020_31
LV,2015,37.538,T2020_31
LV,2016,37.138,T2020_31
LV,2017,39.019,T2020_31
LV,2018,40.029,T2020_31
MT,2004,0.102,T2020_31
MT,2005,0.123,T2020_31
MT,2006,0.149,T2020_31
MT,2007,0.177,T2020_31
MT,2008,0.195,T2020_31
MT,2009,0.221,T2020_31
MT,2010,0.979,T2020_31
MT,2011,1.85,T2020_31
MT,2012,2.862,T2020_31
MT,2013,3.76,T2020_31
MT,2014,4.744,T2020_31
MT,2015,5.119,T2020_31
MT,2016,6.208,T2020_31
MT,2017,7.219,T2020_31
MT,2018,7.968,T2020_31
NL,2004,2.03,T2020_31
NL,2005,2.478,T2020_31
NL,2006,2.778,T2020_31
NL,2007,3.298,T2020_31
NL,2008,3.596,T2020_31
NL,2009,4.266,T2020_31
NL,2010,3.917,T2020_31
NL,2011,4.524,T2020_31
NL,2012,4.659,T2020_31
NL,2013,4.691,T2020_31
NL,2014,5.415,T2020_31
NL,2015,5.668,T2020_31
NL,2016,5.802,T2020_31
NL,2017,6.456,T2020_31
NL,2018,7.34,T2020_31
PL,2004,6.914,T2020_31
PL,2005,6.9,T2020_31
PL,2006,6.889,T2020_31
PL,2007,6.93,T2020_31
PL,2008,7.711,T2020_31
PL,2009,8.699,T2020_31
PL,2010,9.3,T2020_31
PL,2011,10.354,T2020_31
PL,2012,10.97,T2020_31
PL,2013,11.463,T2020_31
PL,2014,11.614,T2020_31
PL,2015,11.888,T2020_31
PL,2016,11.4,T2020_31
PL,2017,11.117,T2020_31
PL,2018,11.477,T2020_31
PT,2004,19.209,T2020_31
PT,2005,19.526,T2020_31
PT,2006,20.795,T2020_31
PT,2007,21.914,T2020_31
PT,2008,22.934,T2020_31
PT,2009,24.411,T2020_31
PT,2010,24.155,T2020_31
PT,2011,24.607,T2020_31
PT,2012,24.578,T2020_31
PT,2013,25.703,T2020_31
PT,2014,29.511,T2020_31
PT,2015,30.518,T2020_31
PT,2016,30.868,T2020_31
PT,2017,30.614,T2020_31
PT,2018,30.206,T2020_31
RO,2004,16.811,T2020_31
RO,2005,17.571,T2020_31
RO,2006,17.096,T2020_31
RO,2007,18.195,T2020_31
RO,2008,20.204,T2020_31
RO,2009,22.157,T2020_31
RO,2010,22.834,T2020_31
RO,2011,21.186,T2020_31
RO,2012,22.825,T2020_31
RO,2013,23.886,T2020_31
RO,2014,24.845,T2020_31
RO,2015,24.785,T2020_31
RO,2016,25.032,T2020_31
RO,2017,24.454,T2020_31
RO,2018,23.875,T2020_31
SE,2004,38.677,T2020_31
SE,2005,40.265,T2020_31
SE,2006,42.04,T2020_31
SE,2007,43.551,T2020_31
SE,2008,44.288,T2020_31
SE,2009,47.476,T2020_31
SE,2010,46.595,T2020_31
SE,2011,48.135,T2020_31
SE,2012,50.027,T2020_31
SE,2013,50.792,T2020_31
SE,2014,51.817,T2020_31
SE,2015,52.947,T2020_31
SE,2016,53.328,T2020_31
SE,2017,54.157,T2020_31
SE,2018,54.651,T2020_31
SI,2004,18.371,T2020_31
SI,2005,19.773,T2020_31
SI,2006,18.369,T2020_31
SI,2007,19.615,T2020_31
SI,2008,18.569,T2020_31
SI,2009,20.662,T2020_31
SI,2010,20.95,T2020_31
SI,2011,20.773,T2020_31
SI,2012,21.304,T2020_31
SI,2013,22.855,T2020_31
SI,2014,22.125,T2020_31
SI,2015,22.428,T2020_31
SI,2016,21.454,T2020_31
SI,2017,21.105,T2020_31
SI,2018,20.913,T2020_31
SK,2004,6.391,T2020_31
SK,2005,6.36,T2020_31
SK,2006,6.584,T2020_31
SK,2007,7.766,T2020_31
SK,2008,7.723,T2020_31
