"TIME","GEO","SIEC","PLANT_TEC","UNIT","Value","Flag and Footnotes"
"2011","Croatia","Pure biodiesels","Production capacity","Thousand tonnes per year","64.000",""
"2011","Croatia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Croatia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Italy","Pure biogasoline","Production capacity","Thousand tonnes per year","332.000",""
"2011","Italy","Pure biodiesels","Production capacity","Thousand tonnes per year","2,212.194",""
"2011","Italy","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Italy","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Cyprus","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Cyprus","Pure biodiesels","Production capacity","Thousand tonnes per year","14.080",""
"2011","Cyprus","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Cyprus","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Latvia","Pure biogasoline","Production capacity","Thousand tonnes per year","25.000",""
"2011","Latvia","Pure biodiesels","Production capacity","Thousand tonnes per year","173.000",""
"2011","Latvia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Latvia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Lithuania","Pure biogasoline","Production capacity","Thousand tonnes per year","60.000",""
"2011","Lithuania","Pure biodiesels","Production capacity","Thousand tonnes per year","150.000",""
"2011","Lithuania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Lithuania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Hungary","Pure biogasoline","Production capacity","Thousand tonnes per year","140.000",""
"2011","Hungary","Pure biodiesels","Production capacity","Thousand tonnes per year","189.000",""
"2011","Hungary","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Hungary","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Malta","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Malta","Pure biodiesels","Production capacity","Thousand tonnes per year","1.107",""
"2011","Malta","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Malta","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Netherlands","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Netherlands","Pure biodiesels","Production capacity","Thousand tonnes per year","2,030.000",""
"2011","Netherlands","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Netherlands","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Austria","Pure biogasoline","Production capacity","Thousand tonnes per year","191.000",""
"2011","Austria","Pure biodiesels","Production capacity","Thousand tonnes per year","645.500",""
"2011","Austria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Austria","Other liquid biofuels","Production capacity","Thousand tonnes per year","645.500",""
"2011","Poland","Pure biogasoline","Production capacity","Thousand tonnes per year","580.000",""
"2011","Poland","Pure biodiesels","Production capacity","Thousand tonnes per year","839.000",""
"2011","Poland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Poland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Portugal","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Portugal","Pure biodiesels","Production capacity","Thousand tonnes per year","682.342",""
"2011","Portugal","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Portugal","Other liquid biofuels","Production capacity","Thousand tonnes per year","12.658",""
"2011","Romania","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Romania","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Romania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Romania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Slovenia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Slovenia","Pure biodiesels","Production capacity","Thousand tonnes per year","25.000",""
"2011","Slovenia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Slovenia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Slovakia","Pure biogasoline","Production capacity","Thousand tonnes per year","106.000",""
"2011","Slovakia","Pure biodiesels","Production capacity","Thousand tonnes per year","168.000",""
"2011","Slovakia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Slovakia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Finland","Pure biogasoline","Production capacity","Thousand tonnes per year","11.000",""
"2011","Finland","Pure biodiesels","Production capacity","Thousand tonnes per year","380.000",""
"2011","Finland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2011","Finland","Other liquid biofuels","Production capacity","Thousand tonnes per year","20.000",""
"2011","Sweden","Pure biogasoline","Production capacity","Thousand tonnes per year","150.213",""
"2011","Sweden","Pure biodiesels","Production capacity","Thousand tonnes per year","117.347",""
"2011","Sweden","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Sweden","Other liquid biofuels","Production capacity","Thousand tonnes per year","90.845",""
"2011","Iceland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Iceland","Pure biodiesels","Production capacity","Thousand tonnes per year","0.015",""
"2011","Iceland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Iceland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Norway","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Norway","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Norway","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Norway","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","United Kingdom","Pure biogasoline","Production capacity","Thousand tonnes per year","374.768",""
"2011","United Kingdom","Pure biodiesels","Production capacity","Thousand tonnes per year","504.630",""
"2011","United Kingdom","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","United Kingdom","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","North Macedonia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","North Macedonia","Pure biodiesels","Production capacity","Thousand tonnes per year","20.000",""
"2011","North Macedonia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","North Macedonia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2011","Turkey","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2011","Turkey","Pure biodiesels","Production capacity","Thousand tonnes per year","561.217",""
"2011","Turkey","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2011","Turkey","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","European Union - 27 countries (from 2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","4,670.340",""
"2012","European Union - 27 countries (from 2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","20,963.207",""
"2012","European Union - 27 countries (from 2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","European Union - 27 countries (from 2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,788.391",""
"2012","European Union - 28 countries (2013-2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,380.970",""
"2012","European Union - 28 countries (2013-2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","21,479.407",""
"2012","European Union - 28 countries (2013-2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","European Union - 28 countries (2013-2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,788.391",""
"2012","Euro area - 19 countries  (from 2015)","Pure biogasoline","Production capacity","Thousand tonnes per year","3,351.795",""
"2012","Euro area - 19 countries  (from 2015)","Pure biodiesels","Production capacity","Thousand tonnes per year","18,743.165",""
"2012","Euro area - 19 countries  (from 2015)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Euro area - 19 countries  (from 2015)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,614.958",""
"2012","Belgium","Pure biogasoline","Production capacity","Thousand tonnes per year","369.000",""
"2012","Belgium","Pure biodiesels","Production capacity","Thousand tonnes per year","665.000",""
"2012","Belgium","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Belgium","Other liquid biofuels","Production capacity","Thousand tonnes per year","71.800",""
"2012","Bulgaria","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Bulgaria","Pure biodiesels","Production capacity","Thousand tonnes per year","63.738",""
"2012","Bulgaria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Bulgaria","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Czechia","Pure biogasoline","Production capacity","Thousand tonnes per year","160.000",""
"2012","Czechia","Pure biodiesels","Production capacity","Thousand tonnes per year","420.000",""
"2012","Czechia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Czechia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Denmark","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Denmark","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Denmark","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Denmark","Other liquid biofuels","Production capacity","Thousand tonnes per year","50.542",""
"2012","Germany (until 1990 former territory of the FRG)","Pure biogasoline","Production capacity","Thousand tonnes per year","701.000",""
"2012","Germany (until 1990 former territory of the FRG)","Pure biodiesels","Production capacity","Thousand tonnes per year","4,296.000",""
"2012","Germany (until 1990 former territory of the FRG)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Germany (until 1990 former territory of the FRG)","Other liquid biofuels","Production capacity","Thousand tonnes per year","1,865.000",""
"2012","Ireland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Ireland","Pure biodiesels","Production capacity","Thousand tonnes per year","29.920",""
"2012","Ireland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Ireland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Greece","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Greece","Pure biodiesels","Production capacity","Thousand tonnes per year","746.808",""
"2012","Greece","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Greece","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Spain","Pure biogasoline","Production capacity","Thousand tonnes per year","464.000",""
"2012","Spain","Pure biodiesels","Production capacity","Thousand tonnes per year","3,762.000",""
"2012","Spain","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Spain","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","France","Pure biogasoline","Production capacity","Thousand tonnes per year","1,091.795",""
"2012","France","Pure biodiesels","Production capacity","Thousand tonnes per year","2,759.955",""
"2012","France","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","France","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Croatia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Croatia","Pure biodiesels","Production capacity","Thousand tonnes per year","69.000",""
"2012","Croatia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Croatia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Italy","Pure biogasoline","Production capacity","Thousand tonnes per year","332.000",""
"2012","Italy","Pure biodiesels","Production capacity","Thousand tonnes per year","2,212.194",""
"2012","Italy","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Italy","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Cyprus","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Cyprus","Pure biodiesels","Production capacity","Thousand tonnes per year","14.080",""
"2012","Cyprus","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Cyprus","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Latvia","Pure biogasoline","Production capacity","Thousand tonnes per year","25.000",""
"2012","Latvia","Pure biodiesels","Production capacity","Thousand tonnes per year","173.000",""
"2012","Latvia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Latvia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Lithuania","Pure biogasoline","Production capacity","Thousand tonnes per year","60.000",""
"2012","Lithuania","Pure biodiesels","Production capacity","Thousand tonnes per year","140.000",""
"2012","Lithuania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Lithuania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Hungary","Pure biogasoline","Production capacity","Thousand tonnes per year","298.000",""
"2012","Hungary","Pure biodiesels","Production capacity","Thousand tonnes per year","150.000",""
"2012","Hungary","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Hungary","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Malta","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Malta","Pure biodiesels","Production capacity","Thousand tonnes per year","1.400",""
"2012","Malta","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Malta","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Netherlands","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Netherlands","Pure biodiesels","Production capacity","Thousand tonnes per year","2,051.000",""
"2012","Netherlands","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Netherlands","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Austria","Pure biogasoline","Production capacity","Thousand tonnes per year","191.000",""
"2012","Austria","Pure biodiesels","Production capacity","Thousand tonnes per year","645.500",""
"2012","Austria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Austria","Other liquid biofuels","Production capacity","Thousand tonnes per year","645.500",""
"2012","Poland","Pure biogasoline","Production capacity","Thousand tonnes per year","584.000",""
"2012","Poland","Pure biodiesels","Production capacity","Thousand tonnes per year","1,025.000",""
"2012","Poland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Poland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Portugal","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Portugal","Pure biodiesels","Production capacity","Thousand tonnes per year","721.308",""
"2012","Portugal","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Portugal","Other liquid biofuels","Production capacity","Thousand tonnes per year","12.658",""
"2012","Romania","Pure biogasoline","Production capacity","Thousand tonnes per year","89.000",""
"2012","Romania","Pure biodiesels","Production capacity","Thousand tonnes per year","206.500",""
"2012","Romania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Romania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Slovenia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Slovenia","Pure biodiesels","Production capacity","Thousand tonnes per year","25.000",""
"2012","Slovenia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Slovenia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Slovakia","Pure biogasoline","Production capacity","Thousand tonnes per year","103.000",""
"2012","Slovakia","Pure biodiesels","Production capacity","Thousand tonnes per year","120.000",""
"2012","Slovakia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Slovakia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Finland","Pure biogasoline","Production capacity","Thousand tonnes per year","15.000",""
"2012","Finland","Pure biodiesels","Production capacity","Thousand tonnes per year","380.000",""
"2012","Finland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Finland","Other liquid biofuels","Production capacity","Thousand tonnes per year","20.000",""
"2012","Sweden","Pure biogasoline","Production capacity","Thousand tonnes per year","187.545",""
"2012","Sweden","Pure biodiesels","Production capacity","Thousand tonnes per year","285.804",""
"2012","Sweden","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Sweden","Other liquid biofuels","Production capacity","Thousand tonnes per year","122.891",""
"2012","Iceland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Iceland","Pure biodiesels","Production capacity","Thousand tonnes per year","0.067",""
"2012","Iceland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Iceland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Norway","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Norway","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Norway","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Norway","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","United Kingdom","Pure biogasoline","Production capacity","Thousand tonnes per year","710.630",""
"2012","United Kingdom","Pure biodiesels","Production capacity","Thousand tonnes per year","516.200",""
"2012","United Kingdom","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","United Kingdom","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","North Macedonia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","North Macedonia","Pure biodiesels","Production capacity","Thousand tonnes per year","20.000",""
"2012","North Macedonia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","North Macedonia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2012","Turkey","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2012","Turkey","Pure biodiesels","Production capacity","Thousand tonnes per year","457.476",""
"2012","Turkey","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2012","Turkey","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","European Union - 27 countries (from 2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,243.240",""
"2013","European Union - 27 countries (from 2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","21,536.934",""
"2013","European Union - 27 countries (from 2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","European Union - 27 countries (from 2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,971.283",""
"2013","European Union - 28 countries (2013-2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,961.812",""
"2013","European Union - 28 countries (2013-2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","22,065.772",""
"2013","European Union - 28 countries (2013-2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","European Union - 28 countries (2013-2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,971.283",""
"2013","Euro area - 19 countries  (from 2015)","Pure biogasoline","Production capacity","Thousand tonnes per year","3,916.795",""
"2013","Euro area - 19 countries  (from 2015)","Pure biodiesels","Production capacity","Thousand tonnes per year","19,454.892",""
"2013","Euro area - 19 countries  (from 2015)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Euro area - 19 countries  (from 2015)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,778.647",""
"2013","Belgium","Pure biogasoline","Production capacity","Thousand tonnes per year","369.000",""
"2013","Belgium","Pure biodiesels","Production capacity","Thousand tonnes per year","665.000",""
"2013","Belgium","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Belgium","Other liquid biofuels","Production capacity","Thousand tonnes per year","71.145",""
"2013","Bulgaria","Pure biogasoline","Production capacity","Thousand tonnes per year","21.900",""
"2013","Bulgaria","Pure biodiesels","Production capacity","Thousand tonnes per year","63.738",""
"2013","Bulgaria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Bulgaria","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Czechia","Pure biogasoline","Production capacity","Thousand tonnes per year","160.000",""
"2013","Czechia","Pure biodiesels","Production capacity","Thousand tonnes per year","420.000",""
"2013","Czechia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Czechia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Denmark","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Denmark","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Denmark","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Denmark","Other liquid biofuels","Production capacity","Thousand tonnes per year","44.586",""
"2013","Germany (until 1990 former territory of the FRG)","Pure biogasoline","Production capacity","Thousand tonnes per year","737.000",""
"2013","Germany (until 1990 former territory of the FRG)","Pure biodiesels","Production capacity","Thousand tonnes per year","4,308.000",""
"2013","Germany (until 1990 former territory of the FRG)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Germany (until 1990 former territory of the FRG)","Other liquid biofuels","Production capacity","Thousand tonnes per year","1,975.000",""
"2013","Ireland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Ireland","Pure biodiesels","Production capacity","Thousand tonnes per year","29.920",""
"2013","Ireland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Ireland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Greece","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Greece","Pure biodiesels","Production capacity","Thousand tonnes per year","980.535",""
"2013","Greece","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Greece","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Spain","Pure biogasoline","Production capacity","Thousand tonnes per year","464.000",""
"2013","Spain","Pure biodiesels","Production capacity","Thousand tonnes per year","4,243.000",""
"2013","Spain","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Spain","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","France","Pure biogasoline","Production capacity","Thousand tonnes per year","1,091.795",""
"2013","France","Pure biodiesels","Production capacity","Thousand tonnes per year","2,759.955",""
"2013","France","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","France","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Croatia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Croatia","Pure biodiesels","Production capacity","Thousand tonnes per year","69.000",""
"2013","Croatia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Croatia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Italy","Pure biogasoline","Production capacity","Thousand tonnes per year","332.000",""
"2013","Italy","Pure biodiesels","Production capacity","Thousand tonnes per year","2,212.194",""
"2013","Italy","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Italy","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Cyprus","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Cyprus","Pure biodiesels","Production capacity","Thousand tonnes per year","14.080",""
"2013","Cyprus","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Cyprus","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Latvia","Pure biogasoline","Production capacity","Thousand tonnes per year","19.000",""
"2013","Latvia","Pure biodiesels","Production capacity","Thousand tonnes per year","173.000",""
"2013","Latvia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Latvia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Lithuania","Pure biogasoline","Production capacity","Thousand tonnes per year","60.000",""
"2013","Lithuania","Pure biodiesels","Production capacity","Thousand tonnes per year","140.000",""
"2013","Lithuania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Lithuania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Hungary","Pure biogasoline","Production capacity","Thousand tonnes per year","300.000",""
"2013","Hungary","Pure biodiesels","Production capacity","Thousand tonnes per year","150.000",""
"2013","Hungary","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Hungary","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Malta","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Malta","Pure biodiesels","Production capacity","Thousand tonnes per year","1.400",""
"2013","Malta","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Malta","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Netherlands","Pure biogasoline","Production capacity","Thousand tonnes per year","503.000",""
"2013","Netherlands","Pure biodiesels","Production capacity","Thousand tonnes per year","2,014.000",""
"2013","Netherlands","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Netherlands","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Austria","Pure biogasoline","Production capacity","Thousand tonnes per year","191.000",""
"2013","Austria","Pure biodiesels","Production capacity","Thousand tonnes per year","645.500",""
"2013","Austria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Austria","Other liquid biofuels","Production capacity","Thousand tonnes per year","645.500",""
"2013","Poland","Pure biogasoline","Production capacity","Thousand tonnes per year","568.000",""
"2013","Poland","Pure biodiesels","Production capacity","Thousand tonnes per year","887.000",""
"2013","Poland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Poland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Portugal","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Portugal","Pure biodiesels","Production capacity","Thousand tonnes per year","721.308",""
"2013","Portugal","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Portugal","Other liquid biofuels","Production capacity","Thousand tonnes per year","52.002",""
"2013","Romania","Pure biogasoline","Production capacity","Thousand tonnes per year","89.000",""
"2013","Romania","Pure biodiesels","Production capacity","Thousand tonnes per year","206.500",""
"2013","Romania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Romania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Slovenia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Slovenia","Pure biodiesels","Production capacity","Thousand tonnes per year","25.000",""
"2013","Slovenia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Slovenia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Slovakia","Pure biogasoline","Production capacity","Thousand tonnes per year","120.000",""
"2013","Slovakia","Pure biodiesels","Production capacity","Thousand tonnes per year","142.000",""
"2013","Slovakia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Slovakia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Finland","Pure biogasoline","Production capacity","Thousand tonnes per year","30.000",""
"2013","Finland","Pure biodiesels","Production capacity","Thousand tonnes per year","380.000",""
