"TIME","GEO","SIEC","PLANT_TEC","UNIT","Value","Flag and Footnotes"
"2013","Finland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Finland","Other liquid biofuels","Production capacity","Thousand tonnes per year","35.000",""
"2013","Sweden","Pure biogasoline","Production capacity","Thousand tonnes per year","187.545",""
"2013","Sweden","Pure biodiesels","Production capacity","Thousand tonnes per year","285.804",""
"2013","Sweden","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Sweden","Other liquid biofuels","Production capacity","Thousand tonnes per year","148.050",""
"2013","Iceland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Iceland","Pure biodiesels","Production capacity","Thousand tonnes per year","0.073",""
"2013","Iceland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Iceland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Norway","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Norway","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Norway","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Norway","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","United Kingdom","Pure biogasoline","Production capacity","Thousand tonnes per year","718.572",""
"2013","United Kingdom","Pure biodiesels","Production capacity","Thousand tonnes per year","528.838",""
"2013","United Kingdom","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","United Kingdom","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","North Macedonia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","North Macedonia","Pure biodiesels","Production capacity","Thousand tonnes per year","20.000",""
"2013","North Macedonia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","North Macedonia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Turkey","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2013","Turkey","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2013","Turkey","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2013","Turkey","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","European Union - 27 countries (from 2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","4,723.781",""
"2014","European Union - 27 countries (from 2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","21,678.589",""
"2014","European Union - 27 countries (from 2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","European Union - 27 countries (from 2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,749.350",""
"2014","European Union - 28 countries (2013-2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,442.353",""
"2014","European Union - 28 countries (2013-2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","22,117.158",""
"2014","European Union - 28 countries (2013-2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","European Union - 28 countries (2013-2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,749.350",""
"2014","Euro area - 19 countries  (from 2015)","Pure biogasoline","Production capacity","Thousand tonnes per year","3,438.795",""
"2014","Euro area - 19 countries  (from 2015)","Pure biodiesels","Production capacity","Thousand tonnes per year","19,439.461",""
"2014","Euro area - 19 countries  (from 2015)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Euro area - 19 countries  (from 2015)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,634.216",""
"2014","Belgium","Pure biogasoline","Production capacity","Thousand tonnes per year","369.000",""
"2014","Belgium","Pure biodiesels","Production capacity","Thousand tonnes per year","665.000",""
"2014","Belgium","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Belgium","Other liquid biofuels","Production capacity","Thousand tonnes per year","71.145",""
"2014","Bulgaria","Pure biogasoline","Production capacity","Thousand tonnes per year","24.000",""
"2014","Bulgaria","Pure biodiesels","Production capacity","Thousand tonnes per year","163.738",""
"2014","Bulgaria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Bulgaria","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Czechia","Pure biogasoline","Production capacity","Thousand tonnes per year","160.000",""
"2014","Czechia","Pure biodiesels","Production capacity","Thousand tonnes per year","420.000",""
"2014","Czechia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Czechia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Denmark","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Denmark","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Denmark","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Denmark","Other liquid biofuels","Production capacity","Thousand tonnes per year","42.148",""
"2014","Germany (until 1990 former territory of the FRG)","Pure biogasoline","Production capacity","Thousand tonnes per year","757.000",""
"2014","Germany (until 1990 former territory of the FRG)","Pure biodiesels","Production capacity","Thousand tonnes per year","4,161.000",""
"2014","Germany (until 1990 former territory of the FRG)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Germany (until 1990 former territory of the FRG)","Other liquid biofuels","Production capacity","Thousand tonnes per year","1,791.000",""
"2014","Ireland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Ireland","Pure biodiesels","Production capacity","Thousand tonnes per year","29.920",""
"2014","Ireland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Ireland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Greece","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Greece","Pure biodiesels","Production capacity","Thousand tonnes per year","973.104",""
"2014","Greece","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Greece","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Spain","Pure biogasoline","Production capacity","Thousand tonnes per year","464.000",""
"2014","Spain","Pure biodiesels","Production capacity","Thousand tonnes per year","4,237.000",""
"2014","Spain","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Spain","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","France","Pure biogasoline","Production capacity","Thousand tonnes per year","1,091.795",""
"2014","France","Pure biodiesels","Production capacity","Thousand tonnes per year","2,759.955",""
"2014","France","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","France","Other liquid biofuels","Production capacity","Thousand tonnes per year","40.000",""
"2014","Croatia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Croatia","Pure biodiesels","Production capacity","Thousand tonnes per year","63.838",""
"2014","Croatia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Croatia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Italy","Pure biogasoline","Production capacity","Thousand tonnes per year","332.000",""
"2014","Italy","Pure biodiesels","Production capacity","Thousand tonnes per year","2,212.194",""
"2014","Italy","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Italy","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Cyprus","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Cyprus","Pure biodiesels","Production capacity","Thousand tonnes per year","14.080",""
"2014","Cyprus","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Cyprus","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Latvia","Pure biogasoline","Production capacity","Thousand tonnes per year","19.000",""
"2014","Latvia","Pure biodiesels","Production capacity","Thousand tonnes per year","173.000",""
"2014","Latvia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Latvia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Lithuania","Pure biogasoline","Production capacity","Thousand tonnes per year","60.000",""
"2014","Lithuania","Pure biodiesels","Production capacity","Thousand tonnes per year","140.000",""
"2014","Lithuania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Lithuania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Hungary","Pure biogasoline","Production capacity","Thousand tonnes per year","334.000",""
"2014","Hungary","Pure biodiesels","Production capacity","Thousand tonnes per year","150.000",""
"2014","Hungary","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Hungary","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Malta","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Malta","Pure biodiesels","Production capacity","Thousand tonnes per year","1.400",""
"2014","Malta","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Malta","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Netherlands","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Netherlands","Pure biodiesels","Production capacity","Thousand tonnes per year","2,196.000",""
"2014","Netherlands","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Netherlands","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Austria","Pure biogasoline","Production capacity","Thousand tonnes per year","210.000",""
"2014","Austria","Pure biodiesels","Production capacity","Thousand tonnes per year","645.500",""
"2014","Austria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Austria","Other liquid biofuels","Production capacity","Thousand tonnes per year","645.500",""
"2014","Poland","Pure biogasoline","Production capacity","Thousand tonnes per year","522.000",""
"2014","Poland","Pure biodiesels","Production capacity","Thousand tonnes per year","974.000",""
"2014","Poland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Poland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Portugal","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Portugal","Pure biodiesels","Production capacity","Thousand tonnes per year","721.308",""
"2014","Portugal","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Portugal","Other liquid biofuels","Production capacity","Thousand tonnes per year","51.571",""
"2014","Romania","Pure biogasoline","Production capacity","Thousand tonnes per year","89.000",""
"2014","Romania","Pure biodiesels","Production capacity","Thousand tonnes per year","206.500",""
"2014","Romania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Romania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovenia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovenia","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovenia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovenia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovakia","Pure biogasoline","Production capacity","Thousand tonnes per year","106.000",""
"2014","Slovakia","Pure biodiesels","Production capacity","Thousand tonnes per year","130.000",""
"2014","Slovakia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Slovakia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Finland","Pure biogasoline","Production capacity","Thousand tonnes per year","30.000",""
"2014","Finland","Pure biodiesels","Production capacity","Thousand tonnes per year","380.000",""
"2014","Finland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Finland","Other liquid biofuels","Production capacity","Thousand tonnes per year","35.000",""
"2014","Sweden","Pure biogasoline","Production capacity","Thousand tonnes per year","155.986",""
"2014","Sweden","Pure biodiesels","Production capacity","Thousand tonnes per year","261.052",""
"2014","Sweden","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Sweden","Other liquid biofuels","Production capacity","Thousand tonnes per year","72.986",""
"2014","Iceland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Iceland","Pure biodiesels","Production capacity","Thousand tonnes per year","0.073",""
"2014","Iceland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Iceland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Norway","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Norway","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Norway","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Norway","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","United Kingdom","Pure biogasoline","Production capacity","Thousand tonnes per year","718.572",""
"2014","United Kingdom","Pure biodiesels","Production capacity","Thousand tonnes per year","438.569",""
"2014","United Kingdom","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","United Kingdom","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","North Macedonia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","North Macedonia","Pure biodiesels","Production capacity","Thousand tonnes per year","20.000",""
"2014","North Macedonia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","North Macedonia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Turkey","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2014","Turkey","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2014","Turkey","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2014","Turkey","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","European Union - 27 countries (from 2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,151.596",""
"2015","European Union - 27 countries (from 2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","22,013.131",""
"2015","European Union - 27 countries (from 2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2015","European Union - 27 countries (from 2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,740.446",""
"2015","European Union - 28 countries (2013-2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","5,866.198",""
"2015","European Union - 28 countries (2013-2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","22,303.826",""
"2015","European Union - 28 countries (2013-2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2015","European Union - 28 countries (2013-2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,740.446",""
"2015","Euro area - 19 countries  (from 2015)","Pure biogasoline","Production capacity","Thousand tonnes per year","3,465.795",""
"2015","Euro area - 19 countries  (from 2015)","Pure biodiesels","Production capacity","Thousand tonnes per year","19,423.281",""
"2015","Euro area - 19 countries  (from 2015)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2015","Euro area - 19 countries  (from 2015)","Other liquid biofuels","Production capacity","Thousand tonnes per year","2,650.216",""
"2015","Belgium","Pure biogasoline","Production capacity","Thousand tonnes per year","408.000",""
"2015","Belgium","Pure biodiesels","Production capacity","Thousand tonnes per year","450.000",""
"2015","Belgium","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Belgium","Other liquid biofuels","Production capacity","Thousand tonnes per year","71.145",""
"2015","Bulgaria","Pure biogasoline","Production capacity","Thousand tonnes per year","26.000",""
"2015","Bulgaria","Pure biodiesels","Production capacity","Thousand tonnes per year","160.000",""
"2015","Bulgaria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Bulgaria","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Czechia","Pure biogasoline","Production capacity","Thousand tonnes per year","160.000",""
"2015","Czechia","Pure biodiesels","Production capacity","Thousand tonnes per year","420.000",""
"2015","Czechia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Czechia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Denmark","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Denmark","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Denmark","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Denmark","Other liquid biofuels","Production capacity","Thousand tonnes per year","30.230",""
"2015","Germany (until 1990 former territory of the FRG)","Pure biogasoline","Production capacity","Thousand tonnes per year","769.000",""
"2015","Germany (until 1990 former territory of the FRG)","Pure biodiesels","Production capacity","Thousand tonnes per year","4,212.000",""
"2015","Germany (until 1990 former territory of the FRG)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Germany (until 1990 former territory of the FRG)","Other liquid biofuels","Production capacity","Thousand tonnes per year","1,792.000",""
"2015","Ireland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Ireland","Pure biodiesels","Production capacity","Thousand tonnes per year","29.920",""
"2015","Ireland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Ireland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Greece","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Greece","Pure biodiesels","Production capacity","Thousand tonnes per year","993.924",""
"2015","Greece","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Greece","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Spain","Pure biogasoline","Production capacity","Thousand tonnes per year","464.000",""
"2015","Spain","Pure biodiesels","Production capacity","Thousand tonnes per year","4,237.000",""
"2015","Spain","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Spain","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","France","Pure biogasoline","Production capacity","Thousand tonnes per year","1,091.795",""
"2015","France","Pure biodiesels","Production capacity","Thousand tonnes per year","2,759.955",""
"2015","France","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","France","Other liquid biofuels","Production capacity","Thousand tonnes per year","40.000",""
"2015","Croatia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Croatia","Pure biodiesels","Production capacity","Thousand tonnes per year","63.838",""
"2015","Croatia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Croatia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Italy","Pure biogasoline","Production capacity","Thousand tonnes per year","332.000",""
"2015","Italy","Pure biodiesels","Production capacity","Thousand tonnes per year","2,212.194",""
"2015","Italy","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Italy","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Cyprus","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Cyprus","Pure biodiesels","Production capacity","Thousand tonnes per year","14.080",""
"2015","Cyprus","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Cyprus","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Latvia","Pure biogasoline","Production capacity","Thousand tonnes per year","19.000",""
"2015","Latvia","Pure biodiesels","Production capacity","Thousand tonnes per year","173.000",""
"2015","Latvia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Latvia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Lithuania","Pure biogasoline","Production capacity","Thousand tonnes per year","20.000",""
"2015","Lithuania","Pure biodiesels","Production capacity","Thousand tonnes per year","140.000",""
"2015","Lithuania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Lithuania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Hungary","Pure biogasoline","Production capacity","Thousand tonnes per year","494.000",""
"2015","Hungary","Pure biodiesels","Production capacity","Thousand tonnes per year","150.000",""
"2015","Hungary","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Hungary","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Malta","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Malta","Pure biodiesels","Production capacity","Thousand tonnes per year","1.400",""
"2015","Malta","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Malta","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Netherlands","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Netherlands","Pure biodiesels","Production capacity","Thousand tonnes per year","2,176.000",""
"2015","Netherlands","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Netherlands","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Austria","Pure biogasoline","Production capacity","Thousand tonnes per year","210.000",""
"2015","Austria","Pure biodiesels","Production capacity","Thousand tonnes per year","645.500",""
"2015","Austria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Austria","Other liquid biofuels","Production capacity","Thousand tonnes per year","645.500",""
"2015","Poland","Pure biogasoline","Production capacity","Thousand tonnes per year","725.000",""
"2015","Poland","Pure biodiesels","Production capacity","Thousand tonnes per year","1,286.000",""
"2015","Poland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Poland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Portugal","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Portugal","Pure biodiesels","Production capacity","Thousand tonnes per year","721.308",""
"2015","Portugal","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Portugal","Other liquid biofuels","Production capacity","Thousand tonnes per year","51.571",""
"2015","Romania","Pure biogasoline","Production capacity","Thousand tonnes per year","80.000",""
"2015","Romania","Pure biodiesels","Production capacity","Thousand tonnes per year","200.000",""
"2015","Romania","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Romania","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovenia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovenia","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovenia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovenia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovakia","Pure biogasoline","Production capacity","Thousand tonnes per year","112.000",""
"2015","Slovakia","Pure biodiesels","Production capacity","Thousand tonnes per year","177.000",""
"2015","Slovakia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Slovakia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Finland","Pure biogasoline","Production capacity","Thousand tonnes per year","40.000",""
"2015","Finland","Pure biodiesels","Production capacity","Thousand tonnes per year","480.000",""
"2015","Finland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2015","Finland","Other liquid biofuels","Production capacity","Thousand tonnes per year","50.000",""
"2015","Sweden","Pure biogasoline","Production capacity","Thousand tonnes per year","200.801",""
"2015","Sweden","Pure biodiesels","Production capacity","Thousand tonnes per year","310.012",""
"2015","Sweden","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Sweden","Other liquid biofuels","Production capacity","Thousand tonnes per year","60.000",""
"2015","Iceland","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Iceland","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Iceland","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Iceland","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Norway","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Norway","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Norway","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Norway","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","United Kingdom","Pure biogasoline","Production capacity","Thousand tonnes per year","714.602",""
"2015","United Kingdom","Pure biodiesels","Production capacity","Thousand tonnes per year","290.695",""
"2015","United Kingdom","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","United Kingdom","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","North Macedonia","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","North Macedonia","Pure biodiesels","Production capacity","Thousand tonnes per year","20.000",""
"2015","North Macedonia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","North Macedonia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Turkey","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2015","Turkey","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2015","Turkey","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2015","Turkey","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2016","European Union - 27 countries (from 2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","6,249.209",""
"2016","European Union - 27 countries (from 2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","20,832.696",""
"2016","European Union - 27 countries (from 2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2016","European Union - 27 countries (from 2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","4,786.671",""
"2016","European Union - 28 countries (2013-2020)","Pure biogasoline","Production capacity","Thousand tonnes per year","6,971.751",""
"2016","European Union - 28 countries (2013-2020)","Pure biodiesels","Production capacity","Thousand tonnes per year","21,313.863",""
"2016","European Union - 28 countries (2013-2020)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2016","European Union - 28 countries (2013-2020)","Other liquid biofuels","Production capacity","Thousand tonnes per year","4,786.671",""
"2016","Euro area - 19 countries  (from 2015)","Pure biogasoline","Production capacity","Thousand tonnes per year","4,447.184",""
"2016","Euro area - 19 countries  (from 2015)","Pure biodiesels","Production capacity","Thousand tonnes per year","18,571.246",""
"2016","Euro area - 19 countries  (from 2015)","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","1.000",""
"2016","Euro area - 19 countries  (from 2015)","Other liquid biofuels","Production capacity","Thousand tonnes per year","4,686.216",""
"2016","Belgium","Pure biogasoline","Production capacity","Thousand tonnes per year","408.000",""
"2016","Belgium","Pure biodiesels","Production capacity","Thousand tonnes per year","450.000",""
"2016","Belgium","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2016","Belgium","Other liquid biofuels","Production capacity","Thousand tonnes per year","71.145",""
"2016","Bulgaria","Pure biogasoline","Production capacity","Thousand tonnes per year","27.000",""
"2016","Bulgaria","Pure biodiesels","Production capacity","Thousand tonnes per year","160.000",""
"2016","Bulgaria","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2016","Bulgaria","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2016","Czechia","Pure biogasoline","Production capacity","Thousand tonnes per year","160.000",""
"2016","Czechia","Pure biodiesels","Production capacity","Thousand tonnes per year","420.000",""
"2016","Czechia","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
"2016","Czechia","Other liquid biofuels","Production capacity","Thousand tonnes per year","0.000",""
"2016","Denmark","Pure biogasoline","Production capacity","Thousand tonnes per year","0.000",""
"2016","Denmark","Pure biodiesels","Production capacity","Thousand tonnes per year","0.000",""
"2016","Denmark","Pure bio jet kerosene","Production capacity","Thousand tonnes per year","0.000",""
