geo_code,time,value,type,value_share_calculated
PT,2007,1074.0,ANI,0.30424929178470256
PT,2008,1064.0,ANI,0.30073487846240815
PT,2009,1049.0,ANI,0.29911605360707155
PT,2010,1026.0,ANI,0.2933104631217839
PT,2011,1014.0,ANI,0.2916307161345988
PT,2012,1001.0,ANI,0.28822343794989924
PT,2013,1004.0,ANI,0.28875467356916884
PT,2014,965.0,ANI,0.28575658868818476
PT,2015,1010.0,ANI,0.29386092522548735
PT,2016,1011.0,ANI,0.2990239574090506
RO,2000,689.0,ANI,0.21935689270932823
RO,2001,710.0,ANI,0.2192034578573634
RO,2002,781.0,ANI,0.23531184091593854
RO,2003,821.0,ANI,0.2439821693907875
RO,2004,794.0,ANI,0.23673225998807393
RO,2005,844.0,ANI,0.24852767962308597
RO,2006,869.0,ANI,0.2533527696793003
RO,2007,891.0,ANI,0.264
RO,2008,904.0,ANI,0.2657260435038213
RO,2009,889.0,ANI,0.2630955904113643
RO,2010,813.0,ANI,0.24451127819548873
RO,2011,810.0,ANI,0.24258760107816713
RO,2012,801.0,ANI,0.23974857826997906
RO,2013,790.0,ANI,0.23525908278737342
RO,2014,900.0,ANI,0.2633889376646181
RO,2015,938.0,ANI,0.26985040276179517
RO,2016,956.0,ANI,0.27120567375886523
SE,2000,1039.0,ANI,0.33526944175540496
SE,2001,1059.0,ANI,0.33898847631241996
SE,2002,1177.0,ANI,0.3756782636450686
SE,2003,1094.0,ANI,0.3501920614596671
SE,2004,1064.0,ANI,0.3380997775659358
SE,2005,1074.0,ANI,0.34401024983984624
SE,2006,1024.0,ANI,0.33128437398900035
SE,2007,1012.0,ANI,0.32761411460019424
SE,2008,1043.0,ANI,0.3334398976982097
SE,2009,1042.0,ANI,0.3333333333333333
SE,2010,1057.0,ANI,0.33544906378927325
SE,2011,1066.0,ANI,0.33766233766233766
SE,2012,1073.0,ANI,0.3384858044164038
SE,2013,1052.0,ANI,0.3309216734822271
SE,2014,1104.0,ANI,0.3452157598499062
SE,2015,1119.0,ANI,0.35166561910747957
SE,2016,1104.0,ANI,0.3458646616541353
SI,2000,838.0,ANI,0.2742146596858639
SI,2001,915.0,ANI,0.2995090016366612
SI,2002,897.0,ANI,0.2911392405063291
SI,2003,928.0,ANI,0.29810472213299066
SI,2004,929.0,ANI,0.2941735275490817
SI,2005,922.0,ANI,0.30022793878215565
SI,2006,910.0,ANI,0.2916666666666667
SI,2007,915.0,ANI,0.2911231307667833
SI,2008,945.0,ANI,0.2994296577946768
SI,2009,936.0,ANI,0.2944322113872287
SI,2010,907.0,ANI,0.2855793450881612
SI,2011,869.0,ANI,0.274565560821485
SI,2012,853.0,ANI,0.2699367088607595
SI,2013,804.0,ANI,0.2537878787878788
SI,2014,826.0,ANI,0.2578832344676865
SI,2015,814.0,ANI,0.2572692793931732
SI,2016,832.0,ANI,0.2629582806573957
SK,2000,664.0,ANI,0.23902087832973362
SK,2001,727.0,ANI,0.2610412926391382
SK,2002,755.0,ANI,0.26964285714285713
SK,2003,753.0,ANI,0.2698924731182796
SK,2004,678.0,ANI,0.24068157614483493
SK,2005,689.0,ANI,0.24252023935234074
SK,2006,766.0,ANI,0.2703847511471938
SK,2007,715.0,ANI,0.2559055118110236
SK,2008,677.0,ANI,0.2363826815642458
SK,2009,755.0,ANI,0.26043463263194205
SK,2010,774.0,ANI,0.26237288135593223
SK,2011,744.0,ANI,0.25297517851071066
SK,2012,691.0,ANI,0.23819372630127542
SK,2013,766.0,ANI,0.2601902173913043
SK,2014,768.0,ANI,0.2720510095642933
SK,2015,761.0,ANI,0.2799852832965416
SK,2016,832.0,ANI,0.2938890851289297
UK,2000,994.0,ANI,0.2956573468173706
UK,2001,1006.0,ANI,0.2958823529411765
UK,2002,1009.0,ANI,0.2953747072599532
UK,2003,1038.0,ANI,0.3052941176470588
UK,2004,1036.0,ANI,0.3007256894049347
UK,2005,1050.0,ANI,0.3054101221640489
UK,2006,1045.0,ANI,0.30395578824898195
UK,2007,1024.0,ANI,0.2996780801872988
UK,2008,981.0,ANI,0.28667445938047925
UK,2009,985.0,ANI,0.28868698710433766
UK,2010,999.0,ANI,0.29347826086956524
UK,2011,990.0,ANI,0.2897278314310799
