geo_code,time,value,type
AT,2005,34.0,HIGH_INP
AT,2006,36.4,HIGH_INP
AT,2007,38.1,HIGH_INP
AT,2008,38.9,HIGH_INP
AT,2009,34.6,HIGH_INP
AT,2010,33.3,HIGH_INP
AT,2011,34.2,HIGH_INP
AT,2012,35.5,HIGH_INP
AT,2013,37.3,HIGH_INP
AT,2014,46.0,HIGH_INP
AT,2015,44.1,HIGH_INP
AT,2016,47.4,HIGH_INP
AT,2017,52.6,HIGH_INP
BE,2005,26.4,HIGH_INP
BE,2006,25.7,HIGH_INP
BE,2007,32.4,HIGH_INP
BE,2008,28.9,HIGH_INP
BE,2009,29.8,HIGH_INP
BE,2010,33.3,HIGH_INP
BE,2011,31.4,HIGH_INP
BE,2012,27.5,HIGH_INP
BE,2013,22.9,HIGH_INP
BE,2014,19.8,HIGH_INP
BE,2015,15.5,HIGH_INP
BE,2016,16.4,HIGH_INP
BE,2017,12.8,HIGH_INP
BG,2005,,HIGH_INP
BG,2006,,HIGH_INP
BG,2007,22.4,HIGH_INP
BG,2008,29.0,HIGH_INP
BG,2009,31.3,HIGH_INP
BG,2010,33.5,HIGH_INP
BG,2011,45.1,HIGH_INP
BG,2012,56.3,HIGH_INP
BG,2013,67.8,HIGH_INP
BG,2014,76.0,HIGH_INP
BG,2015,73.1,HIGH_INP
BG,2016,78.7,HIGH_INP
BG,2017,79.5,HIGH_INP
CY,2005,41.0,HIGH_INP
CY,2006,43.3,HIGH_INP
CY,2007,35.8,HIGH_INP
CY,2008,37.7,HIGH_INP
CY,2009,37.3,HIGH_INP
CY,2010,33.3,HIGH_INP
CY,2011,34.2,HIGH_INP
CY,2012,36.2,HIGH_INP
CY,2013,31.2,HIGH_INP
CY,2014,24.7,HIGH_INP
CY,2015,30.8,HIGH_INP
CY,2016,8.3,HIGH_INP
CY,2017,12.9,HIGH_INP
CZ,2005,23.8,HIGH_INP
CZ,2006,27.3,HIGH_INP
CZ,2007,38.7,HIGH_INP
CZ,2008,36.7,HIGH_INP
CZ,2009,25.5,HIGH_INP
CZ,2010,33.3,HIGH_INP
CZ,2011,40.2,HIGH_INP
CZ,2012,37.9,HIGH_INP
CZ,2013,39.2,HIGH_INP
CZ,2014,40.4,HIGH_INP
CZ,2015,44.5,HIGH_INP
CZ,2016,45.5,HIGH_INP
CZ,2017,47.6,HIGH_INP
DE,2005,40.6,HIGH_INP
DE,2006,44.7,HIGH_INP
DE,2007,48.5,HIGH_INP
DE,2008,39.2,HIGH_INP
DE,2009,32.2,HIGH_INP
DE,2010,33.4,HIGH_INP
DE,2011,37.7,HIGH_INP
DE,2012,38.7,HIGH_INP
DE,2013,40.1,HIGH_INP
DE,2014,41.0,HIGH_INP
DE,2015,36.2,HIGH_INP
DE,2016,37.2,HIGH_INP
DE,2017,38.4,HIGH_INP
DK,2005,33.9,HIGH_INP
DK,2006,32.3,HIGH_INP
DK,2007,31.4,HIGH_INP
DK,2008,35.7,HIGH_INP
DK,2009,36.6,HIGH_INP
DK,2010,33.3,HIGH_INP
DK,2011,34.1,HIGH_INP
DK,2012,30.7,HIGH_INP
DK,2013,34.6,HIGH_INP
DK,2014,29.4,HIGH_INP
DK,2015,28.0,HIGH_INP
DK,2016,28.7,HIGH_INP
DK,2017,27.5,HIGH_INP
EE,2005,32.6,HIGH_INP
EE,2006,35.9,HIGH_INP
EE,2007,42.2,HIGH_INP
EE,2008,28.5,HIGH_INP
EE,2009,25.0,HIGH_INP
EE,2010,33.4,HIGH_INP
EE,2011,52.1,HIGH_INP
EE,2012,50.6,HIGH_INP
EE,2013,56.1,HIGH_INP
EE,2014,56.8,HIGH_INP
EE,2015,55.1,HIGH_INP
EE,2016,56.0,HIGH_INP
EE,2017,54.9,HIGH_INP
EL,2005,39.8,HIGH_INP
EL,2006,37.2,HIGH_INP
EL,2007,35.8,HIGH_INP
EL,2008,35.1,HIGH_INP
EL,2009,29.8,HIGH_INP
EL,2010,33.3,HIGH_INP
EL,2011,32.1,HIGH_INP
EL,2012,30.3,HIGH_INP
EL,2013,26.6,HIGH_INP
EL,2014,29.6,HIGH_INP
EL,2015,28.5,HIGH_INP
EL,2016,27.4,HIGH_INP
EL,2017,28.3,HIGH_INP
ES,2005,31.6,HIGH_INP
ES,2006,32.5,HIGH_INP
ES,2007,33.0,HIGH_INP
ES,2008,31.7,HIGH_INP
ES,2009,33.0,HIGH_INP
ES,2010,33.5,HIGH_INP
ES,2011,36.3,HIGH_INP
ES,2012,32.1,HIGH_INP
ES,2013,36.3,HIGH_INP
ES,2014,37.5,HIGH_INP
ES,2015,41.5,HIGH_INP
ES,2016,43.0,HIGH_INP
ES,2017,41.9,HIGH_INP
EU27_2020,2005,39.5,HIGH_INP
EU27_2020,2006,39.1,HIGH_INP
EU27_2020,2007,36.6,HIGH_INP
EU27_2020,2008,34.6,HIGH_INP
EU27_2020,2009,33.9,HIGH_INP
EU27_2020,2010,33.3,HIGH_INP
EU27_2020,2011,34.5,HIGH_INP
EU27_2020,2012,35.4,HIGH_INP
EU27_2020,2013,36.7,HIGH_INP
EU27_2020,2014,37.1,HIGH_INP
EU27_2020,2015,36.8,HIGH_INP
EU27_2020,2016,37.1,HIGH_INP
EU27_2020,2017,36.3,HIGH_INP
EU28,2005,39.3,HIGH_INP
EU28,2006,38.7,HIGH_INP
EU28,2007,36.5,HIGH_INP
EU28,2008,33.8,HIGH_INP
EU28,2009,34.0,HIGH_INP
EU28,2010,33.4,HIGH_INP
EU28,2011,34.5,HIGH_INP
EU28,2012,35.9,HIGH_INP
EU28,2013,36.6,HIGH_INP
EU28,2014,37.3,HIGH_INP
EU28,2015,36.8,HIGH_INP
EU28,2016,37.3,HIGH_INP
EU28,2017,36.3,HIGH_INP
FI,2005,43.1,HIGH_INP
FI,2006,38.2,HIGH_INP
FI,2007,34.8,HIGH_INP
FI,2008,32.6,HIGH_INP
FI,2009,41.1,HIGH_INP
FI,2010,33.3,HIGH_INP
FI,2011,30.3,HIGH_INP
FI,2012,27.3,HIGH_INP
FI,2013,28.7,HIGH_INP
FI,2014,30.3,HIGH_INP
FI,2015,28.9,HIGH_INP
FI,2016,30.8,HIGH_INP
FI,2017,29.9,HIGH_INP
FR,2005,32.0,HIGH_INP
FR,2006,30.0,HIGH_INP
FR,2007,33.1,HIGH_INP
FR,2008,36.6,HIGH_INP
FR,2009,34.5,HIGH_INP
FR,2010,33.4,HIGH_INP
FR,2011,33.7,HIGH_INP
FR,2012,38.6,HIGH_INP
FR,2013,41.7,HIGH_INP
FR,2014,43.9,HIGH_INP
FR,2015,40.3,HIGH_INP
FR,2016,41.2,HIGH_INP
